modawat	modawat	V;NFIN
modawat	gidawat	V;PRS
modawat	ningdawat	V;PROG;PRS
modawat	nidawat	V;PST
modawat	modawat	V;FUT
modawat	nadawat	V;PRF;PST
moangkon	moangkon	V;NFIN
moangkon	nagangkon	V;PRS
moangkon	ningangkon	V;PROG;PRS
moangkon	niangkon	V;PST
moangkon	moangkon	V;FUT
moangkon	naangkon	V;PRF;PST
motubag	motubag	V;NFIN
motubag	nagtubag	V;PRS
motubag	ningtubag	V;PROG;PRS
motubag	nitubag	V;PST
motubag	motubag	V;FUT
motubag	natubag	V;PRF;PST
mopakita	mopakita	V;NFIN
mopakita	nagpakita	V;PRS
mopakita	ningpakita	V;PROG;PRS
mopakita	nipakita	V;PST
mopakita	mopakita	V;FUT
mopakita	napakita	V;PRF;PST
mangutana	mangutana	V;NFIN
mangutana	nangutana	V;PRS
mangutana	nagpangutana	V;PROG;PRS
mangutana	nangutana	V;PST
mangutana	mangutana	V;FUT
mangutana	napangutana	V;PRF;PST
mahimo nga	mahimo nga	V;NFIN
mahimo nga	naghimo nga	V;PRS
mahimo nga	ninghimo nga	V;PROG;PRS
mahimo nga	nihimo nga	V;PST
mahimo nga	mahimo nga	V;FUT
mahimo nga	nahimo nga	V;PRF;PST
makahimo sa	makahimo sa	V;NFIN
makahimo sa	nakahimo sa	V;PRS
makahimo sa	nakahimo sa	V;PROG;PRS
makahimo sa	nakahimo sa	V;PST
makahimo sa	makahimo sa	V;FUT
makahimo sa	nakahimo sa	V;PRF;PST
mahimo nga	mahimo nga	V;NFIN
mahimo nga	nahimo nga	V;PRS
mahimo nga	nahimo nga	V;PROG;PRS
mahimo nga	nahimo nga	V;PST
mahimo nga	mahimo nga	V;FUT
mahimo nga	nahimo nga	V;PRF;PST
mosugod	mosugod	V;NFIN
mosugod	nagsugod	V;PRS
mosugod	ningsugod	V;PROG;PRS
mosugod	nisugod	V;PST
mosugod	mosugod	V;FUT
mosugod	nasugod	V;PRF;PST
mobuak	mobuak	V;NFIN
mobuak	nagbuak	V;PRS
mobuak	ningbuak	V;PROG;PRS
mobuak	nibuak	V;PST
mobuak	mobuak	V;FUT
mobuak	nabuak	V;PRF;PST
moginhawa	moginhawa	V;NFIN
moginhawa	nagginhawa	V;PRS
moginhawa	ningginhawa	V;PROG;PRS
moginhawa	niginhawa	V;PST
moginhawa	moginhawa	V;FUT
moginhawa	naginhawa	V;PRF;PST
mopalit	mopalit	V;NFIN
mopalit	nagpalit	V;PRS
mopalit	ningpalit	V;PROG;PRS
mopalit	nipalit	V;PST
mopalit	mopalit	V;FUT
mopalit	nakapalit	V;PRF;PST
motawag	motawag	V;NFIN
motawag	nagtawag	V;PRS
motawag	ningtawag	V;PROG;PRS
motawag	nitawag	V;PST
motawag	motawag	V;FUT
motawag	natawag	V;PRF;PST
mohimo	mohimo	V;NFIN
mohimo	kaya	V;PRS
mohimo	kaya	V;PROG;PRS
mohimo	nakaya	V;PST
mohimo	makaya	V;FUT
mohimo	nakaya	V;PRF;PST
mopili	mopili	V;NFIN
mopili	nagpili	V;PRS
mopili	ningpili	V;PROG;PRS
mopili	nipili	V;PST
mopili	mopili	V;FUT
mopili	nakapili	V;PRF;PST
mosira	mosira	V;NFIN
mosira	nagsira	V;PRS
mosira	ningsira	V;PROG;PRS
mosira	nasira	V;PST
mosira	mosira	V;FUT
mosira	nasirad-an	V;PRF;PST
moari	moari	V;NFIN
moari	nag-ari	V;PRS
moari	ning-ari	V;PROG;PRS
moari	niari	V;PST
moari	moari	V;FUT
moari	nakaari	V;PRF;PST
magluto	magluto	V;NFIN
magluto	nagluto	V;PRS
magluto	nagluto	V;PROG;PRS
magluto	nagluto	V;PST
magluto	magluto	V;FUT
magluto	nakaluto	V;PRF;PST
mohilak	mohilak	V;NFIN
mohilak	naghilak	V;PRS
mohilak	ninghilak	V;PROG;PRS
mohilak	nihilak	V;PST
mohilak	mohilak	V;FUT
mohilak	nihilak	V;PRF;PST
mosayaw	mosayaw	V;NFIN
mosayaw	nagsayaw	V;PRS
mosayaw	ningsayaw	V;PROG;PRS
mosayaw	nisayaw	V;PST
mosayaw	mosayaw	V;FUT
mosayaw	nakasayaw	V;PRF;PST
modesider	modesider	V;NFIN
modesider	nagdesider	V;PRS
modesider	ningdesider	V;PROG;PRS
modesider	nidesider	V;PST
modesider	modesider	V;FUT
modesider	nakadesider	V;PRF;PST
mopagamay	mopagamay	V;NFIN
mopagamay	nagpagamay	V;PRS
mopagamay	ningpagamay	V;PROG;PRS
mopagamay	nipagamay	V;PST
mopagamay	mopagamay	V;FUT
mopagamay	napagamay	V;PRF;PST
mamatay	mamatay	V;NFIN
mamatay	namatay	V;PRS
mamatay	namatay	V;PROG;PRS
mamatay	namatay	V;PST
mamatay	mamatay	V;FUT
mamatay	namatay	V;PRF;PST
mobuhat	mobuhat	V;NFIN
mobuhat	nagbuhat	V;PRS
mobuhat	ningbuhat	V;PROG;PRS
mobuhat	nibuhat	V;PST
mobuhat	mobuhat	V;FUT
mobuhat	nabuhat	V;PRF;PST
moinom	moinom	V;NFIN
moinom	naginom	V;PRS
moinom	ninginom	V;PROG;PRS
moinom	ni-inom	V;PST
moinom	moinom	V;FUT
moinom	nainom	V;PRF;PST
momaneho	momaneho	V;NFIN
momaneho	nagmaneho	V;PRS
momaneho	ningmaneho	V;PROG;PRS
momaneho	nimaneho	V;PST
momaneho	momaneho	V;FUT
momaneho	namaneho	V;PRF;PST
mokaon	mokaon	V;NFIN
mokaon	nagkaon	V;PRS
mokaon	ningkaon	V;PROG;PRS
mokaon	nikaon	V;PST
mokaon	mokaon	V;FUT
mokaon	nakakaon	V;PRF;PST
mosulod	mosulod	V;NFIN
mosulod	nagsulod	V;PRS
mosulod	ningsulod	V;PROG;PRS
mosulod	nisulod	V;PST
mosulod	mosulod	V;FUT
mosulod	nakasulod	V;PRF;PST
mogawas	mogawas	V;NFIN
mogawas	gawas	V;PRS
mogawas	ninggawas	V;PROG;PRS
mogawas	nigawas	V;PST
mogawas	mogawas	V;FUT
mogawas	nakagawas	V;PRF;PST
mopatin-aw	mopatin-aw	V;NFIN
mopatin-aw	nagpatin-aw	V;PRS
mopatin-aw	ningpatin-aw	V;PROG;PRS
mopatin-aw	nipatin-aw	V;PST
mopatin-aw	mopatin-aw	V;FUT
mopatin-aw	napatin-aw	V;PRF;PST
mahulog	mahulog	V;NFIN
mahulog	naghulog	V;PRS
mahulog	ninghulog	V;PROG;PRS
mahulog	nahulog	V;PST
mahulog	mahulog	V;FUT
mahulog	nahulog	V;PRF;PST
mobati	mobati	V;NFIN
mobati	nagbati	V;PRS
mobati	ningbati	V;PROG;PRS
mobati	nibati	V;PST
mobati	mobati	V;FUT
mobati	nabati	V;PRF;PST
moaway	moaway	V;NFIN
moaway	nag-away	V;PRS
moaway	ning-away	V;PROG;PRS
moaway	niaway	V;PST
moaway	moaway	V;FUT
moaway	naaway	V;PRF;PST
mangita	mangita	V;NFIN
mangita	nangita	V;PRS
mangita	nagpangita	V;PROG;PRS
mangita	nangita	V;PST
mangita	mangita	V;FUT
mangita	nakapangita	V;PRF;PST
mohuman	mohuman	V;NFIN
mohuman	naghuman	V;PRS
