gravat	gravata	ADJ;NOM/ACC;NEUT;SG;DEF
gravat	gravați	ADJ;DAT/GEN;FEM;SG;INDF
gravat	gravații	ADJ;NOM/ACC;FEM;SG;DEF
gravat	gravate	ADJ;DAT/GEN;PL;INDF
gravat	gravatei	ADJ;DAT/GEN;NEUT;SG;DEF
gravat	gravatul	ADJ;NOM/ACC;MASC;SG;DEF
gravat	gravatelor	ADJ;DAT/GEN;PL;DEF
gravat	gravată	ADJ;NOM/ACC;NEUT;SG;INDF
gravat	gravate	ADJ;DAT/GEN;NEUT;SG;INDF
gravat	gravat	ADJ;NOM/ACC;MASC;SG;INDF
gravat	gravatului	ADJ;DAT/GEN;MASC;SG;DEF
gravat	gravat	ADJ;DAT/GEN;MASC;SG;INDF
gravat	gravate	ADJ;NOM/ACC;PL;INDF
gravat	gravatele	ADJ;NOM/ACC;PL;DEF
gravat	gravați	ADJ;NOM/ACC;FEM;SG;INDF
gravat	gravaților	ADJ;DAT/GEN;FEM;SG;DEF

gravita	gravita	V;IND;PST;3;SG;IPFV
gravita	gravitasem	V;IND;PST;1;SG;PRF
gravita	gravitează	V;IND;PRS;3;PL
gravita	să gravitezi	V;SBJV;PRS;2;SG
gravita	gravitat	V.PTCP;PST
gravita	gravitați	V;POS;IMP;3;PL
gravita	gravitezi	V;IND;PRS;2;SG
gravita	gravitaserăm	V;IND;PST;1;PL;PRF
gravita	gravitează	V;POS;IMP;2;SG
gravita	gravitarăți	V;IND;PST;2;PL;PFV
gravita	gravitai	V;IND;PST;2;SG;IPFV
gravita	nu gravitați	V;NEG;IMP;3;PL
gravita	să gravitați	V;SBJV;PRS;2;PL
gravita	gravitai	V;IND;PST;1;SG;PFV
gravita	gravitau	V;IND;PST;3;PL;IPFV
gravita	gravitează	V;IND;PRS;3;SG
gravita	să gravitez	V;SBJV;PRS;1;SG
gravita	gravitară	V;IND;PST;3;PL;PFV
gravita	gravitând	V.CVB;PRS
gravita	gravităm	V;IND;PRS;1;PL
gravita	să gravităm	V;SBJV;PRS;1;PL
gravita	gravitași	V;IND;PST;2;SG;PFV
gravita	gravitam	V;IND;PST;1;SG;IPFV
gravita	gravitase	V;IND;PST;3;SG;PRF
gravita	gravitați	V;IND;PST;2;PL;IPFV
