
абажур	абажур	N;ACC;SG
абажур	абажур	N;NOM;SG
абажур	абажура	N;GEN;SG
абажур	абажурам	N;DAT;PL
абажур	абажурами	N;INS;PL
абажур	абажурах	N;ESS;PL
абажур	абажуре	N;VOC;SG
абажур	абажури	N;ACC;PL
абажур	абажури	N;NOM;PL
абажур	абажури	N;VOC;PL
абажур	абажурі	N;ESS;SG
абажур	абажурів	N;GEN;PL
абажур	абажуром	N;INS;SG
абажур	абажуру	N;DAT;SG
абажурчик	абажурчик	N;ACC;SG
абажурчик	абажурчик	N;NOM;SG
абажурчик	абажурчика	N;GEN;SG
абажурчик	абажурчикам	N;DAT;PL
абажурчик	абажурчиками	N;INS;PL
абажурчик	абажурчиках	N;ESS;PL
абажурчик	абажурчики	N;ACC;PL
абажурчик	абажурчики	N;NOM;PL
абажурчик	абажурчики	N;VOC;PL
абажурчик	абажурчиків	N;GEN;PL
абажурчик	абажурчиком	N;INS;SG
абажурчик	абажурчику	N;DAT;SG
абажурчик	абажурчику	N;ESS;SG
абажурчик	абажурчику	N;VOC;SG
абаз	абаз	N;ACC;SG
абаз	абаз	N;NOM;SG
абаз	абаза	N;GEN;SG
абаз	абазам	N;DAT;PL
абаз	абазами	N;INS;PL
абаз	абазах	N;ESS;PL
абаз	абазе	N;VOC;SG
абаз	абази	N;ACC;PL
абаз	абази	N;NOM;PL
абаз	абази	N;VOC;PL
абаз	абазі	N;ESS;SG
абаз	абазів	N;GEN;PL
абаз	абазом	N;INS;SG
абаз	абазу	N;DAT;SG
абазин	абазин	N;NOM;SG
абазин	абазина	N;ACC;SG
абазин	абазина	N;GEN;SG
абазин	абазинам	N;DAT;PL
абазин	абазинами	N;INS;PL
абазин	абазинах	N;ESS;PL
абазин	абазине	N;VOC;SG
абазин	абазини	N;NOM;PL
абазин	абазини	N;VOC;PL
абазин	абазинів	N;ACC;PL
абазин	абазинів	N;GEN;PL
абазин	абазинові	N;DAT;SG
абазин	абазинові	N;ESS;SG
абазин	абазином	N;INS;SG
абазинець	абазинець	N;NOM;SG
абазинець	абазинцеві	N;DAT;SG
абазинець	абазинцеві	N;ESS;SG
абазинець	абазинцем	N;INS;SG
абазинець	абазинці	N;NOM;PL
абазинець	абазинці	N;VOC;PL
абазинець	абазинців	N;ACC;PL
абазинець	абазинців	N;GEN;PL
абазинець	абазинцю	N;VOC;SG
абазинець	абазинця	N;ACC;SG
абазинець	абазинця	N;GEN;SG
абазинець	абазинцям	N;DAT;PL
абазинець	абазинцями	N;INS;PL
абазинець	абазинцях	N;ESS;PL
абазинка	абазинка	N;NOM;SG
абазинка	абазинкам	N;DAT;PL
абазинка	абазинками	N;INS;PL
абазинка	абазинках	N;ESS;PL
абазинка	абазинки	N;GEN;SG
абазинка	абазинки	N;NOM;PL
абазинка	абазинки	N;VOC;PL
абазинка	абазинко	N;VOC;SG
абазинка	абазинкою	N;INS;SG
абазинка	абазинку	N;ACC;SG
абазинка	абазинок	N;ACC;PL
абазинка	абазинок	N;GEN;PL
абазинка	абазинці	N;DAT;SG
абазинка	абазинці	N;ESS;SG
абазія	абазіє	N;VOC;SG
абазія	абазією	N;INS;SG
абазія	абазії	N;DAT;SG
абазія	абазії	N;ESS;SG
абазія	абазії	N;GEN;SG
