
10-krona	10-krona	N;INDF;NOM;SG
10-krona	10-kronan	N;DEF;NOM;SG
10-krona	10-kronans	N;DEF;GEN;SG
10-krona	10-kronas	N;INDF;GEN;SG
10-krona	10-kronorna	N;DEF;NOM;PL
10-krona	10-kronornas	N;DEF;GEN;PL
10-krona	10-kronor	N;INDF;NOM;PL
10-krona	10-kronors	N;INDF;GEN;PL
10-öring	10-öringarna	N;DEF;NOM;PL
10-öring	10-öringarnas	N;DEF;GEN;PL
10-öring	10-öringar	N;INDF;NOM;PL
10-öring	10-öringars	N;INDF;GEN;PL
10-öring	10-öringen	N;DEF;NOM;SG
10-öring	10-öringens	N;DEF;GEN;SG
10-öring	10-öring	N;INDF;NOM;SG
10-öring	10-örings	N;INDF;GEN;SG
1-krona	1-krona	N;INDF;NOM;SG
1-krona	1-kronan	N;DEF;NOM;SG
1-krona	1-kronans	N;DEF;GEN;SG
1-krona	1-kronas	N;INDF;GEN;SG
1-krona	1-kronorna	N;DEF;NOM;PL
1-krona	1-kronornas	N;DEF;GEN;PL
1-krona	1-kronor	N;INDF;NOM;PL
1-krona	1-kronors	N;INDF;GEN;PL
1-öring	1-öringarna	N;DEF;NOM;PL
1-öring	1-öringarnas	N;DEF;GEN;PL
1-öring	1-öringar	N;INDF;NOM;PL
1-öring	1-öringars	N;INDF;GEN;PL
1-öring	1-öringen	N;DEF;NOM;SG
1-öring	1-öringens	N;DEF;GEN;SG
1-öring	1-öring	N;INDF;NOM;SG
1-öring	1-örings	N;INDF;GEN;SG
25-öring	25-öringarna	N;DEF;NOM;PL
25-öring	25-öringarnas	N;DEF;GEN;PL
25-öring	25-öringar	N;INDF;NOM;PL
25-öring	25-öringars	N;INDF;GEN;PL
25-öring	25-öringen	N;DEF;NOM;SG
25-öring	25-öringens	N;DEF;GEN;SG
25-öring	25-öring	N;INDF;NOM;SG
25-öring	25-örings	N;INDF;GEN;SG
2-krona	2-krona	N;INDF;NOM;SG
2-krona	2-kronan	N;DEF;NOM;SG
2-krona	2-kronans	N;DEF;GEN;SG
2-krona	2-kronas	N;INDF;GEN;SG
2-krona	2-kronorna	N;DEF;NOM;PL
2-krona	2-kronornas	N;DEF;GEN;PL
2-krona	2-kronor	N;INDF;NOM;PL
2-krona	2-kronors	N;INDF;GEN;PL
2-öring	2-öringarna	N;DEF;NOM;PL
2-öring	2-öringarnas	N;DEF;GEN;PL
2-öring	2-öringar	N;INDF;NOM;PL
2-öring	2-öringars	N;INDF;GEN;PL
2-öring	2-öringen	N;DEF;NOM;SG
2-öring	2-öringens	N;DEF;GEN;SG
2-öring	2-öring	N;INDF;NOM;SG
2-öring	2-örings	N;INDF;GEN;SG
50-öring	50-öringarna	N;DEF;NOM;PL
50-öring	50-öringarnas	N;DEF;GEN;PL
50-öring	50-öringar	N;INDF;NOM;PL
50-öring	50-öringars	N;INDF;GEN;PL
50-öring	50-öringen	N;DEF;NOM;SG
50-öring	50-öringens	N;DEF;GEN;SG
50-öring	50-öring	N;INDF;NOM;SG
50-öring	50-örings	N;INDF;GEN;SG
5-krona	5-krona	N;INDF;NOM;SG
5-krona	5-kronan	N;DEF;NOM;SG
5-krona	5-kronans	N;DEF;GEN;SG
5-krona	5-kronas	N;INDF;GEN;SG
5-krona	5-kronorna	N;DEF;NOM;PL
5-krona	5-kronornas	N;DEF;GEN;PL
5-krona	5-kronor	N;INDF;NOM;PL
5-krona	5-kronors	N;INDF;GEN;PL
5-öring	5-öringarna	N;DEF;NOM;PL
5-öring	5-öringarnas	N;DEF;GEN;PL
5-öring	5-öringar	N;INDF;NOM;PL
5-öring	5-öringars	N;INDF;GEN;PL
5-öring	5-öringen	N;DEF;NOM;SG
5-öring	5-öringens	N;DEF;GEN;SG
5-öring	5-öring	N;INDF;NOM;SG
5-öring	5-örings	N;INDF;GEN;SG
abakus	abakusarna	N;DEF;NOM;PL
abakus	abakusarnas	N;DEF;GEN;PL
abakus	abakusar	N;INDF;NOM;PL
abakus	abakusars	N;INDF;GEN;PL
abakus	abakusen	N;DEF;NOM;SG
abakus	abakusens	N;DEF;GEN;SG
abakus	abakus	N;INDF;GEN;SG
abakus	abakus	N;INDF;NOM;SG
abbedissa	abbedissa	N;INDF;NOM;SG
