
achosi	achosai fo	V;COL;3;SG;IND;IPFV
achosi	achosais i	V;COL;1;SG;IND;PST
achosi	achosaist ti	V;COL;2;SG;IND;PST
achosi	achosa i	V;COL;1;SG;IND;PRS
achosi	achosan nhw	V;COL;3;PL;IND;PRS
achosi	achosa	V;COL;2;SG;IMP
achosi	achosech chi	V;COL;2;PL;IND;IPFV
achosi	achosen nhw	V;COL;3;PL;IND;IPFV
achosi	achosen ni	V;COL;1;PL;IND;IPFV
achosi	achoset ti	V;COL;2;SG;IND;IPFV
achosi	achosi di	V;COL;2;SG;IND;PRS
achosi	achosith o	V;COL;3;SG;IND;PRS
achosi	achosoch chi	V;COL;2;PL;IND;PST
achosi	achosodd o	V;COL;3;SG;IND;PST
achosi	achoson nhw	V;COL;3;PL;IND;PST
achosi	achoson ni	V;COL;1;PL;IND;PST
achosi	achoswch chi	V;COL;2;PL;IND;PRS
achosi	achoswch	V;COL;2;PL;IMP
achosi	achoswn i	V;COL;1;SG;IND;IPFV
achosi	achoswn ni	V;COL;1;PL;IND;PRS
addo	addawaf	V;LIT;1;SG;IND;PRS
addo	addawai fo	V;COL;3;SG;IND;IPFV
addo	addawais i	V;COL;1;SG;IND;PST
addo	addawaist ti	V;COL;2;SG;IND;PST
addo	addawa i	V;COL;1;SG;IND;PRS
addo	addawai	V;LIT;3;SG;IND;IPFV
addo	addawan nhw	V;COL;3;PL;IND;PRS
addo	addawant	V;LIT;3;PL;IND;PRS
addo	addawa	V;COL;2;SG;IMP
addo	addawa	V;LIT;3;SG;IND;PRS
addo	addawch chi	V;COL;2;PL;IND;PRS
addo	addawch	V;COL;2;PL;IMP
addo	addawech chi	V;COL;2;PL;IND;IPFV
addo	addawech	V;LIT;2;PL;IND;IPFV
addo	addawedig	V;V.PTCP
addo	addawed	V;LIT;3;SG;IMP
addo	addawem	V;LIT;1;PL;IND;IPFV
addo	addawen nhw	V;COL;3;PL;IND;IPFV
addo	addawen ni	V;COL;1;PL;IND;IPFV
addo	addawent	V;LIT;3;PL;IMP
addo	addawent	V;LIT;3;PL;IND;IPFV
addo	addawer	V;LIT;4;IMP
addo	addawer	V;LIT;4;SBJV
addo	addawet ti	V;COL;2;SG;IND;IPFV
addo	addawi di	V;COL;2;SG;IND;PRS
addo	addawith o	V;COL;3;SG;IND;PRS
addo	addawit	V;LIT;2;SG;IND;IPFV
addo	addawn i	V;COL;1;SG;IND;IPFV
addo	addawn ni	V;COL;1;PL;IND;PRS
addo	addawn	V;LIT;1;PL;IMP
addo	addawn	V;LIT;1;PL;IND;PRS
addo	addawn	V;LIT;1;SG;IND;IPFV
addo	addawoch chi	V;COL;2;PL;IND;PST
addo	addawoch	V;LIT;2;PL;SBJV
addo	addawodd o	V;COL;3;SG;IND;PST
addo	addawodd	V;LIT;3;SG;IND;PST
addo	addawom	V;LIT;1;PL;SBJV
addo	addawon nhw	V;COL;3;PL;IND;PST
addo	addawon ni	V;COL;1;PL;IND;PST
addo	addawont	V;LIT;3;PL;SBJV
addo	addawo	V;LIT;3;SG;SBJV
addo	addawsai	V;LIT;3;SG;IND;PST;PFV
addo	addawsant	V;LIT;3;PL;IND;PST
addo	addawsech	V;LIT;2;PL;IND;PST;PFV
addo	addawsem	V;LIT;1;PL;IND;PST;PFV
addo	addawsent	V;LIT;3;PL;IND;PST;PFV
addo	addawsid	V;LIT;4;IND;PST;PFV
addo	addawsit	V;LIT;2;SG;IND;PST;PFV
addo	addawsoch	V;LIT;2;PL;IND;PST
addo	addawsom	V;LIT;1;PL;IND;PST
addo	addawswn	V;LIT;1;SG;IND;PST;PFV
addo	addaw	V;LIT;2;SG;IMP
addo	addawyd	V;LIT;4;IND;PST
addo	addawyf	V;LIT;1;SG;SBJV
addo	addewaist	V;LIT;2;SG;IND;PST
addo	addewais	V;LIT;1;SG;IND;PST
addo	addewch	V;LIT;2;PL;IMP
addo	addewch	V;LIT;2;PL;IND;PRS
addo	addewech	V;LIT;2;SG;SBJV
addo	addewid	V;LIT;4;IND;IPFV
addo	addewir	V;LIT;4;IND;PRS
addo	addewi	V;LIT;2;SG;IND;PRS
addo	addo	V;V.MSDR
addysgu	addysgaf	V;LIT;1;SG;IND;PRS
addysgu	addysgai fo	V;COL;3;SG;IND;IPFV
addysgu	addysgais i	V;COL;1;SG;IND;PST
addysgu	addysgaist ti	V;COL;2;SG;IND;PST
addysgu	addysgaist	V;LIT;2;SG;IND;PST
addysgu	addysgais	V;LIT;1;SG;IND;PST
addysgu	addysga i	V;COL;1;SG;IND;PRS
addysgu	addysgai	V;LIT;3;SG;IND;IPFV
addysgu	addysgan nhw	V;COL;3;PL;IND;PRS
addysgu	addysgant	V;LIT;3;PL;IND;PRS
addysgu	addysgasai	V;LIT;3;SG;IND;PST;PFV
addysgu	addysgasant	V;LIT;3;PL;IND;PST
addysgu	addysgasech	V;LIT;2;PL;IND;PST;PFV
addysgu	addysgasem	V;LIT;1;PL;IND;PST;PFV
addysgu	addysgasent	V;LIT;3;PL;IND;PST;PFV
addysgu	addysgasid	V;LIT;4;IND;PST;PFV
addysgu	addysgasit	V;LIT;2;SG;IND;PST;PFV
addysgu	addysgasoch	V;LIT;2;PL;IND;PST
addysgu	addysgasom	V;LIT;1;PL;IND;PST
addysgu	addysgaswn	V;LIT;1;SG;IND;PST;PFV
addysgu	addysga	V;COL;2;SG;IMP
addysgu	addysga	V;LIT;2;SG;IMP
addysgu	addysga	V;LIT;3;SG;IND;PRS
addysgu	addysgech chi	V;COL;2;PL;IND;IPFV
addysgu	addysgech	V;LIT;2;PL;IND;IPFV
addysgu	addysgedig	V;V.PTCP
addysgu	addysged	V;LIT;3;SG;IMP
addysgu	addysgem	V;LIT;1;PL;IND;IPFV
addysgu	addysgen nhw	V;COL;3;PL;IND;IPFV
addysgu	addysgen ni	V;COL;1;PL;IND;IPFV
addysgu	addysgent	V;LIT;3;PL;IMP
addysgu	addysgent	V;LIT;3;PL;IND;IPFV
addysgu	addysger	V;LIT;4;IMP
addysgu	addysger	V;LIT;4;SBJV
addysgu	addysget ti	V;COL;2;SG;IND;IPFV
addysgu	addysgi di	V;COL;2;SG;IND;PRS
addysgu	addysgid	V;LIT;4;IND;IPFV
addysgu	addysgir	V;LIT;4;IND;PRS
addysgu	addysgith o	V;COL;3;SG;IND;PRS
addysgu	addysgit	V;LIT;2;SG;IND;IPFV
addysgu	addysgi	V;LIT;2;SG;IND;PRS
addysgu	addysgoch chi	V;COL;2;PL;IND;PST
addysgu	addysgoch	V;LIT;2;PL;SBJV
addysgu	addysgodd o	V;COL;3;SG;IND;PST
addysgu	addysgodd	V;LIT;3;SG;IND;PST
addysgu	addysgom	V;LIT;1;PL;SBJV
addysgu	addysgon nhw	V;COL;3;PL;IND;PST
addysgu	addysgon ni	V;COL;1;PL;IND;PST
addysgu	addysgont	V;LIT;3;PL;SBJV
addysgu	addysgo	V;LIT;3;SG;SBJV
addysgu	addysgu	V;V.MSDR
addysgu	addysgwch chi	V;COL;2;PL;IND;PRS
